FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
196603,3,2000,1005618,9979243,"D","03/03/1966 20:00:00",,"",""
196604,26,1300,1005622,10050470,"D","04/26/1966 13:00:00",,"",""
196606,24,1600,1005623,10083729,"D","06/24/1966 16:00:00",,"",""
196606,8,2000,1005625,10026041,"D","06/08/1966 20:00:00",,"",""
196606,9,520,1005626,10008859,"D","06/09/1966 05:20:00",,"",""
196607,31,2000,1005627,10112543,"D","07/31/1966 20:00:00",,"",""
