FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
196004,16,1445,1005480,10018157,"D","04/16/1960 14:45:00",,"",""
196005,5,1930,1005486,10093992,"D","05/05/1960 19:30:00",,"",""
196005,5,2130,1005488,10094870,"D","05/05/1960 21:30:00",,"",""
196005,19,1747,1005489,10026767,"D","05/19/1960 17:47:00",,"",""
196005,6,100,1005490,9982040,"D","05/06/1960 01:00:00",,"",""
196006,15,1830,1005491,10071695,"D","06/15/1960 18:30:00",,"",""
196008,5,1630,1005493,10070642,"D","08/05/1960 16:30:00",,"",""
196010,31,930,1005494,9986112,"D","10/31/1960 09:30:00",,"",""
