FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
196903,24,2020,1005691,10154244,"D","03/24/1969 20:20:00",,"",""
196905,8,1835,1005693,10084349,"D","05/08/1969 18:35:00",,"",""
196906,22,100,1005695,10066714,"D","06/22/1969 01:00:00",,"",""
196908,6,1650,1005699,10055659,"D","08/06/1969 16:50:00",,"",""
196912,25,430,1005702,10029780,"D","12/25/1969 04:30:00",,"",""
